Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
Mobvoi,1000000000,2017-04-06,Consumer & retail,Beijing,China,Asia,2012,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund",2017,5,3.9682539682539684
Moka,1000000000,2021-11-02,Internet software & services,Beijing,China,Asia,2015,144000000,"GGV Capital, GSR Ventures, FreesFund",2021,6,6.944444444444445
Momenta,1000000000,2018-10-17,Artificial intelligence,Beijing,China,Asia,2016,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2018,2,1.0
Morning Consult,1000000000,2021-06-08,Internet software & services,Washington DC,United States,North America,2014,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",2021,7,10.989010989010989
Movile,1000000000,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",2018,20,1.7006802721088434
Mux,1000000000,2021-04-30,Internet software & services,San Francisco,United States,North America,2015,174000000,"Accel, Cobalt Capital, Andreessen Horowitz",2021,6,5.747126436781609
Nature's Fynd,1000000000,2021-07-19,Other,Chicago,United States,North America,2012,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",2021,9,2.159827213822894
Newlink Group,1000000000,2020-07-10,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,655000000,"JOY Capital, NIO Capital, Blueflame Capital",2020,4,1.5267175572519085
News Break,1000000000,2021-01-07,Internet software & services,Mountain View,United States,North America,2015,151000000,"IDG Capital, Francisco Partners, ZhenFund",2021,6,6.622516556291391
Newsela,1000000000,2021-02-25,Internet software & services,New York,United States,North America,2013,172000000,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",2021,8,5.813953488372093
NIUM,1000000000,2021-07-13,Fintech,Unknown,Singapore,Asia,2014,285000000,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",2021,7,3.508771929824561
NoBroker,1000000000,2021-11-23,Internet software & services,Bengaluru,India,Asia,2014,424000000,"General Atlantic, Elevation Capital, BEENEXT",2021,7,2.358490566037736
Noname Security,1000000000,2021-12-15,Cybersecurity,Palo Alto,United States,North America,2020,220000000,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2021,1,4.545454545454546
Numbrs,1000000000,2019-08-22,Fintech,Zurich,Switzerland,Europe,1999,105000000,"Investment Corporation of Dubai, Centralway",2019,20,9.523809523809524
Omada Health,1000000000,2022-02-23,Health,San Francisco,United States,North America,2011,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",2022,11,2.2271714922048997
Omio,1000000000,2018-10-23,Travel,Berlin,Germany,Europe,2013,396000000,"Lakestar, Battery Ventures, New Enterprise Associates",2018,5,2.525252525252525
ONE,1000000000,2021-12-08,Internet software & services,Unknown,Singapore,Asia,2011,515000000,"Temasek, Guggenheim Investments, Qatar Investment Authority",2021,10,1.941747572815534
OpenWeb,1000000000,2021-11-09,Internet software & services,New York,United States,North America,2012,223000000,"Insight Partners, AltaIR Capital, Norma Investments",2021,9,4.484304932735426
Orbbec Technology,1000000000,2018-05-21,Hardware,Shenzhen,China,Asia,2013,200000000,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2018,5,5.0
Orca Bio,1000000000,2020-06-17,Health,Menlo Park,United States,North America,2016,192000000,"Lightspeed Venture Partners, Data Collective, 8VC",2020,4,5.208333333333333
Orchard,1000000000,2021-09-09,Fintech,New York,United States,North America,2017,252000000,"Accomplice, Juxtapose, FirstMark Capital",2021,4,3.9682539682539684
Owkin,1000000000,2021-11-18,Artificial Intelligence,New York,United States,North America,2016,254000000,"Google Ventures, Cathay Innovation, NJF Capital",2021,5,3.937007874015748
PandaDoc,1000000000,2021-09-22,Internet software & services,San Francisco,United States,North America,2016,51000000,"Rembrandt Venture Partners, M12, Altos Ventures",2021,5,19.607843137254903
Pat McGrath Labs,1000000000,2018-07-16,Consumer & retail,New York,United States,North America,2016,60000000,"One Luxury Group, Eurazeo",2018,2,16.666666666666668
PatSnap,1000000000,2021-03-16,Internet software & services,Unknown,Singapore,Asia,2007,352000000,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2021,14,2.840909090909091
Payhawk,1000000000,2022-02-14,Fintech,London,United Kingdom,Europe,2018,239000000,"Earlybird Venture Capital, Eleven Ventures, QED Investors",2022,4,4.184100418410042
Pentera,1000000000,2022-01-11,Cybersecurity,Petah Tikva,Israel,Asia,2015,190000000,"AWZ Ventures, Blackstone, Insight Partners",2022,7,5.2631578947368425
Pet Circle,1000000000,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,125000000,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",2021,10,8.0
PicsArt,1000000000,2021-08-26,Mobile & telecommunications,San Francisco,United States,North America,2011,195000000,"Sequoia Capital, DCM Ventures, Insight Partners",2021,10,5.128205128205129
PLACE,1000000000,2021-11-17,Internet software & services,Bellingham,United States,North America,2020,100000000,"Goldman Sachs Asset Management, 3L",2021,1,10.0
Placer.ai,1000000000,2022-01-12,Artificial intelligence,Los Altos,United States,North America,2016,166000000,"Fifth Wall Ventures, JBV Capital, Array Ventures",2022,6,6.024096385542169
Playco,1000000000,2020-09-21,Other,Tokyo,Japan,Asia,2020,140000000,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",2020,0,7.142857142857143
Poizon,1000000000,2019-04-29,Mobile & telecommunications,Shanghai,China,Asia,2015,-1,"DST Global, Sequoia Capital China, Gaorong Capital",2019,4,-1000000000.0
PPRO,1000000000,2021-01-19,Fintech,London,United Kingdom,Europe,2006,370000000,"Wellington Management, Eurazeo, Citi Ventures",2021,15,2.7027027027027026
Printful,1000000000,2021-05-24,Other,Charlotte,United States,North America,2016,130000000,Bregal Sagemount,2021,5,7.6923076923076925
Quantum Metric,1000000000,2021-01-07,Data management & analytics,Colorado Springs,United States,North America,2015,226000000,"Insight Partners, Bain Capital Ventures",2021,6,4.424778761061947
Quizlet,1000000000,2020-05-13,Edtech,San Francisco,United States,North America,2005,62000000,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2020,15,16.129032258064516
RapidAPI,1000000000,2022-03-23,Internet software & services,San Francisco,United States,North America,2015,273000000,"Green Bay Ventures, M12, Andreessen Horowitz",2022,7,3.663003663003663
Razor,1000000000,2021-11-08,Consumer & retail,Berlin,Germany,Europe,2020,167000000,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",2021,1,5.9880239520958085
Red Ventures,1000000000,2015-01-07,Other,Fort Mill,United States,North America,2000,250000000,"Silver Lake Partners, General Atlantic",2015,15,4.0
REEF Technology,1000000000,2018-12-10,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000,"Target Global, UBS Asset Management, Mubadala Capital",2018,3,0.5
ReliaQuest,1000000000,2021-12-01,Cybersecurity,Tampa,United States,North America,2007,330000000,"KKR, FTV Capital, Ten Eleven Ventures",2021,14,3.0303030303030303
Revolution Precrafted,1000000000,2017-10-23,Other,Manila,Philippines,Asia,2015,15000000,"K2 Global, 500 Startups",2017,2,66.66666666666667
Rothy's,1000000000,2021-12-21,Consumer & retail,San Francisco,United States,North America,2016,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners",2021,5,2.0661157024793386
SaltPay,1000000000,2021-04-09,Fintech,London,United Kingdom,Europe,2019,1000000000,"Tiger Global Management, Hedosophia",2021,2,1.0
Savage X Fenty,1000000000,2021-02-10,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,3,3.225806451612903
Scalapay,1000000000,2022-02-23,Fintech,Milan,Italy,Europe,2019,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital",2022,3,2.4038461538461537
Scandit,1000000000,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,273000000,"Atomico, NGP Capital, Google Ventures",2022,13,3.663003663003663
Sentry,1000000000,2021-02-18,Other,San Francisco,United States,North America,2011,127000000,"New Enterprise Associates, Accel, Bond",2021,10,7.874015748031496
Shield AI,1000000000,2021-08-24,Artificial intelligence,San Diego,United States,North America,2015,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures",2021,6,3.048780487804878
Shift Technology,1000000000,2021-05-06,Artificial intelligence,Paris,France,Europe,2014,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",2021,7,1.834862385321101
ShipBob,1000000000,2021-06-29,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",2021,7,3.0211480362537766
Shippo,1000000000,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,154000000,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",2021,8,6.4935064935064934
Sidecar Health,1000000000,2021-01-26,Fintech,El Segundo,United States,North America,2018,163000000,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",2021,3,6.134969325153374
Sift,1000000000,2021-04-22,Artificial intelligence,San Francisco,United States,North America,2011,157000000,"Union Square Ventures, Insight Partners, Spark Capital",2021,10,6.369426751592357
Skydio,1000000000,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",2021,7,2.9411764705882355
Slice,1000000000,2021-11-28,Fintech,Bengaluru,India,Asia,2015,249000000,"Gunosy Capital, Blume Ventures, Das Capital",2021,6,4.016064257028113
SmartAsset,1000000000,2021-06-24,Fintech,New York,United States,North America,2012,161000000,"Javelin Venture Partners, TTV Capital, Peterson Ventures",2021,9,6.211180124223603
SMS Assist,1000000000,2016-06-07,Internet software & services,Chicago,United States,North America,2003,255000000,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2016,13,3.9215686274509802
SnapLogic,1000000000,2021-12-13,Internet software & services,San Mateo,United States,North America,2006,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",2021,15,2.6954177897574123
Snorkel AI,1000000000,2021-08-09,Artificial intelligence,Palo Alto,United States,North America,2019,135000000,"Greylock Partners, Google Ventures, BlackRock",2021,2,7.407407407407407
Solo.io,1000000000,2021-10-07,Internet software & services,Cambridge,United States,North America,2017,172000000,"True Ventures, Altimeter Capital, Redpoint Ventures",2021,4,5.813953488372093
SoundHound,1000000000,2018-05-03,Artificial intelligence,Santa Clara,United States,North America,2005,215000000,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",2018,13,4.651162790697675
Splashtop,1000000000,2021-01-27,Internet software & services,San Jose,United States,North America,2006,114000000,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",2021,15,8.771929824561404
Standard,1000000000,2021-02-17,Artificial intelligence,San Francisco,United States,North America,2017,239000000,"CRV, Y Combinator, Initialized Capital",2021,4,4.184100418410042
Stytch,1000000000,2021-11-18,Cybersecurity,San Francisco,United States,North America,2020,126000000,"Index Ventures, Benchmark, Thrive Capital",2021,1,7.936507936507937
Swile,1000000000,2021-10-11,Fintech,Montpellier,France,Europe,2016,326000000,"Index Ventures, IDInvest Partners, Daphni",2021,5,3.067484662576687
Tarana Wireless,1000000000,2022-03-23,Mobile & telecommunications,Milpitas,United States,North America,2009,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital",2022,13,2.6595744680851063
TechStyle Fashion Group,1000000000,2014-08-29,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,336000000,"Matrix Partners, Passport Capital, Rho Ventures",2014,4,2.9761904761904763
TensTorrent,1000000000,2021-05-05,Artificial intelligence,Toronto,Canada,North America,2016,235000000,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",2021,5,4.25531914893617
TERMINUS Technology,1000000000,2018-10-25,Hardware,Beijing,China,Asia,2015,623000000,"China Everbright Limited, IDG Capital, iFLYTEK",2018,3,1.6051364365971108
Tezign,1000000000,2021-11-02,Internet software & services,Shanghai,China,Asia,2015,151000000,"Sequoia Capital China, Linear Venture, Hearst Ventures",2021,6,6.622516556291391
The Zebra,1000000000,2021-04-12,E-commerce & direct-to-consumer,Austin,United States,North America,2012,257000000,"Silverton Partners, Accel, Ballast Point Ventures",2021,9,3.8910505836575875
Thirty Madison,1000000000,2021-06-02,Health,New York,United States,North America,1993,210000000,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",2021,28,4.761904761904762
Thought Machine,1000000000,2021-11-29,Fintech,London,United Kingdom,Europe,2014,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital",2021,7,2.4813895781637716
Timescale,1000000000,2022-02-22,Internet software & services,New York,United States,North America,2015,181000000,"New Enterprise Associates, Benchmark, Two Sigma Ventures",2022,7,5.524861878453039
Tractable,1000000000,2021-06-16,Artificial intelligence,London,United Kingdom,Europe,2014,120000000,"Insight Partners, Ignition Partners, Georgian Partners",2021,7,8.333333333333334
Tresata,1000000000,2018-10-10,Fintech,Charlotte,United States,North America,2011,51000000,GCP Capital Partners,2018,7,19.607843137254903
TrialSpark,1000000000,2021-09-30,Health,New York,United States,North America,2014,156000000,"Sequoia Capital, Thrive Capital, Sound Ventures",2021,7,6.410256410256411
TrueLayer,1000000000,2021-09-21,Fintech,London,United Kingdom,Europe,2016,271000000,"Anthemis, Connect Ventures, Northzone Ventures",2021,5,3.690036900369004
Unico,1000000000,2021-08-03,Artificial intelligence,Sao Paulo,Brazil,South America,2007,237000000,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2021,14,4.219409282700422
Vagaro,1000000000,2021-11-03,Internet software & services,Dublin,United States,North America,2009,163000000,FTV Capital,2021,12,6.134969325153374
Vedantu,1000000000,2021-09-29,Edtech,Bengaluru,India,Asia,2014,292000000,"Accel, Tiger Global Management, Omidyar Network",2021,7,3.4246575342465753
Veev,1000000000,2022-02-24,Internet software & services,San Mateo,United States,North America,2008,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures",2022,14,1.7094017094017093
Vise,1000000000,2021-05-18,Fintech,New York,United States,North America,2016,128000000,"Sequoia Capital, Founders Fund, Bling Capital",2021,5,7.8125
Visier,1000000000,2021-06-29,Internet software & services,Vancouver,Canada,North America,2010,217000000,"Foundation Capital, Summit Partners, Adams Street Partners",2021,11,4.608294930875576
VOI,1000000000,2021-12-21,Travel,Stockholm,Sweden,Europe,2018,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital",2021,3,1.937984496124031
Vox Media,1000000000,2015-08-12,Internet software & services,Washington,United States,North America,2011,308000000,"Accel Partners, Comcast Ventures, General Atlantic",2015,4,3.2467532467532467
VTS,1000000000,2019-05-07,Internet software & services,New York,United States,North America,2012,187000000,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",2019,7,5.347593582887701
Watershed,1000000000,2022-02-08,Internet software & services,San Francisco,United States,North America,2019,70000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital",2022,3,14.285714285714286
Weights & Biases,1000000000,2021-10-13,Internet software & services,San Francisco,United States,North America,2017,200000000,"Coatue Management, Insight Partners, Trinity Ventures",2021,4,5.0
